idx_code,idx_q,idx_m,idx_d,q_band,m_band,d_band,q_tag,m_tag,d_tag,label,short_desc,coach_tip
"[7,7,7]",7,7,7,high,high,high,Q⇈,M⇈,D⇈,H-H-H | Q7-M7-D7,"Elite quality, Strong market pull, High strategic tension.",resolve two biggest contradictions.
"[7,7,8]",7,7,8,high,high,high,Q⇈,M⇈,D⇈,H-H-H | Q7-M7-D8,"Elite quality, Strong market pull, High strategic tension.",resolve two biggest contradictions.
"[7,8,1]",7,8,1,high,high,low,Q⇈,M⇈,D-low,H-H-L | Q7-M8-D1,"Elite quality, Strong market pull, Low creative tension.",add healthy debate in planning.
"[7,8,2]",7,8,2,high,high,low,Q⇈,M⇈,D-low,H-H-L | Q7-M8-D2,"Elite quality, Strong market pull, Low creative tension.",add healthy debate in planning.
"[7,8,3]",7,8,3,high,high,mid-low,Q⇈,M⇈,D↗,H-H-ML | Q7-M8-D3,"Elite quality, Strong market pull, Focused tension.",protect focus; avoid scope creep.
"[7,8,4]",7,8,4,high,high,balanced,Q⇈,M⇈,D= ,H-H-C | Q7-M8-D4,"Elite quality, Strong market pull, Balanced tension.",protect focus; avoid scope creep.
"[7,8,5]",7,8,5,high,high,mid-high,Q⇈,M⇈,D↘,H-H-MH | Q7-M8-D5,"Elite quality, Strong market pull, High strategic tension.",resolve two biggest contradictions.
"[7,8,6]",7,8,6,high,high,high,Q⇈,M⇈,D⇈,H-H-H | Q7-M8-D6,"Elite quality, Strong market pull, High strategic tension.",resolve two biggest contradictions.
"[7,8,7]",7,8,7,high,high,high,Q⇈,M⇈,D⇈,H-H-H | Q7-M8-D7,"Elite quality, Strong market pull, High strategic tension.",resolve two biggest contradictions.
"[7,8,8]",7,8,8,high,high,high,Q⇈,M⇈,D⇈,H-H-H | Q7-M8-D8,"Elite quality, Strong market pull, High strategic tension.",resolve two biggest contradictions.
"[8,1,1]",8,1,1,high,low,low,Q⇈,M-low,D-low,H-L-L | Q8-M1-D1,"Elite quality, Insular market fit, Low creative tension.",do 3 quick customer interviews; add healthy debate in planning.
"[8,1,2]",8,1,2,high,low,low,Q⇈,M-low,D-low,H-L-L | Q8-M1-D2,"Elite quality, Insular market fit, Low creative tension.",do 3 quick customer interviews; add healthy debate in planning.
"[8,1,3]",8,1,3,high,low,mid-low,Q⇈,M-low,D↗,H-L-ML | Q8-M1-D3,"Elite quality, Insular market fit, Focused tension.",do 3 quick customer interviews; protect focus; avoid scope creep.
"[8,1,4]",8,1,4,high,low,balanced,Q⇈,M-low,D= ,H-L-C | Q8-M1-D4,"Elite quality, Insular market fit, Balanced tension.",do 3 quick customer interviews; protect focus; avoid scope creep.
"[8,1,5]",8,1,5,high,low,mid-high,Q⇈,M-low,D↘,H-L-MH | Q8-M1-D5,"Elite quality, Insular market fit, High strategic tension.",do 3 quick customer interviews; resolve two biggest contradictions.
"[8,1,6]",8,1,6,high,low,high,Q⇈,M-low,D⇈,H-L-H | Q8-M1-D6,"Elite quality, Insular market fit, High strategic tension.",do 3 quick customer interviews; resolve two biggest contradictions.
"[8,1,7]",8,1,7,high,low,high,Q⇈,M-low,D⇈,H-L-H | Q8-M1-D7,"Elite quality, Insular market fit, High strategic tension.",do 3 quick customer interviews; resolve two biggest contradictions.
"[8,1,8]",8,1,8,high,low,high,Q⇈,M-low,D⇈,H-L-H | Q8-M1-D8,"Elite quality, Insular market fit, High strategic tension.",do 3 quick customer interviews; resolve two biggest contradictions.
"[8,2,1]",8,2,1,high,low,low,Q⇈,M-low,D-low,H-L-L | Q8-M2-D1,"Elite quality, Insular market fit, Low creative tension.",do 3 quick customer interviews; add healthy debate in planning.
"[8,2,2]",8,2,2,high,low,low,Q⇈,M-low,D-low,H-L-L | Q8-M2-D2,"Elite quality, Insular market fit, Low creative tension.",do 3 quick customer interviews; add healthy debate in planning.
"[8,2,3]",8,2,3,high,low,mid-low,Q⇈,M-low,D↗,H-L-ML | Q8-M2-D3,"Elite quality, Insular market fit, Focused tension.",do 3 quick customer interviews; protect focus; avoid scope creep.
"[8,2,4]",8,2,4,high,low,balanced,Q⇈,M-low,D= ,H-L-C | Q8-M2-D4,"Elite quality, Insular market fit, Balanced tension.",do 3 quick customer interviews; protect focus; avoid scope creep.
"[8,2,5]",8,2,5,high,low,mid-high,Q⇈,M-low,D↘,H-L-MH | Q8-M2-D5,"Elite quality, Insular market fit, High strategic tension.",do 3 quick customer interviews; resolve two biggest contradictions.
"[8,2,6]",8,2,6,high,low,high,Q⇈,M-low,D⇈,H-L-H | Q8-M2-D6,"Elite quality, Insular market fit, High strategic tension.",do 3 quick customer interviews; resolve two biggest contradictions.
"[8,2,7]",8,2,7,high,low,high,Q⇈,M-low,D⇈,H-L-H | Q8-M2-D7,"Elite quality, Insular market fit, High strategic tension.",do 3 quick customer interviews; resolve two biggest contradictions.
"[8,2,8]",8,2,8,high,low,high,Q⇈,M-low,D⇈,H-L-H | Q8-M2-D8,"Elite quality, Insular market fit, High strategic tension.",do 3 quick customer interviews; resolve two biggest contradictions.
"[8,3,1]",8,3,1,high,mid-low,low,Q⇈,M↗,D-low,H-ML-L | Q8-M3-D1,"Elite quality, Emerging market pull, Low creative tension.",add healthy debate in planning.
"[8,3,2]",8,3,2,high,mid-low,low,Q⇈,M↗,D-low,H-ML-L | Q8-M3-D2,"Elite quality, Emerging market pull, Low creative tension.",add healthy debate in planning.
"[8,3,3]",8,3,3,high,mid-low,mid-low,Q⇈,M↗,D↗,H-ML-ML | Q8-M3-D3,"Elite quality, Emerging market pull, Focused tension.",protect focus; avoid scope creep.
"[8,3,4]",8,3,4,high,mid-low,balanced,Q⇈,M↗,D= ,H-ML-C | Q8-M3-D4,"Elite quality, Emerging market pull, Balanced tension.",protect focus; avoid scope creep.
"[8,3,5]",8,3,5,high,mid-low,mid-high,Q⇈,M↗,D↘,H-ML-MH | Q8-M3-D5,"Elite quality, Emerging market pull, High strategic tension.",resolve two biggest contradictions.
"[8,3,6]",8,3,6,high,mid-low,high,Q⇈,M↗,D⇈,H-ML-H | Q8-M3-D6,"Elite quality, Emerging market pull, High strategic tension.",resolve two biggest contradictions.
"[8,3,7]",8,3,7,high,mid-low,high,Q⇈,M↗,D⇈,H-ML-H | Q8-M3-D7,"Elite quality, Emerging market pull, High strategic tension.",resolve two biggest contradictions.
"[8,3,8]",8,3,8,high,mid-low,high,Q⇈,M↗,D⇈,H-ML-H | Q8-M3-D8,"Elite quality, Emerging market pull, High strategic tension.",resolve two biggest contradictions.
"[8,4,1]",8,4,1,high,balanced,low,Q⇈,M= ,D-low,H-C-L | Q8-M4-D1,"Elite quality, Solid market fit, Low creative tension.",add healthy debate in planning.
"[8,4,2]",8,4,2,high,balanced,low,Q⇈,M= ,D-low,H-C-L | Q8-M4-D2,"Elite quality, Solid market fit, Low creative tension.",add healthy debate in planning.
"[8,4,3]",8,4,3,high,balanced,mid-low,Q⇈,M= ,D↗,H-C-ML | Q8-M4-D3,"Elite quality, Solid market fit, Focused tension.",protect focus; avoid scope creep.
"[8,4,4]",8,4,4,high,balanced,balanced,Q⇈,M= ,D= ,H-C-C | Q8-M4-D4,"Elite quality, Solid market fit, Balanced tension.",protect focus; avoid scope creep.
"[8,4,5]",8,4,5,high,balanced,mid-high,Q⇈,M= ,D↘,H-C-MH | Q8-M4-D5,"Elite quality, Solid market fit, High strategic tension.",resolve two biggest contradictions.
"[8,4,6]",8,4,6,high,balanced,high,Q⇈,M= ,D⇈,H-C-H | Q8-M4-D6,"Elite quality, Solid market fit, High strategic tension.",resolve two biggest contradictions.
"[8,4,7]",8,4,7,high,balanced,high,Q⇈,M= ,D⇈,H-C-H | Q8-M4-D7,"Elite quality, Solid market fit, High strategic tension.",resolve two biggest contradictions.
"[8,4,8]",8,4,8,high,balanced,high,Q⇈,M= ,D⇈,H-C-H | Q8-M4-D8,"Elite quality, Solid market fit, High strategic tension.",resolve two biggest contradictions.
"[8,5,1]",8,5,1,high,mid-high,low,Q⇈,M↘,D-low,H-MH-L | Q8-M5-D1,"Elite quality, Strong market pull, Low creative tension.",add healthy debate in planning.
"[8,5,2]",8,5,2,high,mid-high,low,Q⇈,M↘,D-low,H-MH-L | Q8-M5-D2,"Elite quality, Strong market pull, Low creative tension.",add healthy debate in planning.
"[8,5,3]",8,5,3,high,mid-high,mid-low,Q⇈,M↘,D↗,H-MH-ML | Q8-M5-D3,"Elite quality, Strong market pull, Focused tension.",protect focus; avoid scope creep.
"[8,5,4]",8,5,4,high,mid-high,balanced,Q⇈,M↘,D= ,H-MH-C | Q8-M5-D4,"Elite quality, Strong market pull, Balanced tension.",protect focus; avoid scope creep.
"[8,5,5]",8,5,5,high,mid-high,mid-high,Q⇈,M↘,D↘,H-MH-MH | Q8-M5-D5,"Elite quality, Strong market pull, High strategic tension.",resolve two biggest contradictions.
"[8,5,6]",8,5,6,high,mid-high,high,Q⇈,M↘,D⇈,H-MH-H | Q8-M5-D6,"Elite quality, Strong market pull, High strategic tension.",resolve two biggest contradictions.
"[8,5,7]",8,5,7,high,mid-high,high,Q⇈,M↘,D⇈,H-MH-H | Q8-M5-D7,"Elite quality, Strong market pull, High strategic tension.",resolve two biggest contradictions.
"[8,5,8]",8,5,8,high,mid-high,high,Q⇈,M↘,D⇈,H-MH-H | Q8-M5-D8,"Elite quality, Strong market pull, High strategic tension.",resolve two biggest contradictions.
"[8,6,1]",8,6,1,high,high,low,Q⇈,M⇈,D-low,H-H-L | Q8-M6-D1,"Elite quality, Strong market pull, Low creative tension.",add healthy debate in planning.
"[8,6,2]",8,6,2,high,high,low,Q⇈,M⇈,D-low,H-H-L | Q8-M6-D2,"Elite quality, Strong market pull, Low creative tension.",add healthy debate in planning.
"[8,6,3]",8,6,3,high,high,mid-low,Q⇈,M⇈,D↗,H-H-ML | Q8-M6-D3,"Elite quality, Strong market pull, Focused tension.",protect focus; avoid scope creep.
"[8,6,4]",8,6,4,high,high,balanced,Q⇈,M⇈,D= ,H-H-C | Q8-M6-D4,"Elite quality, Strong market pull, Balanced tension.",protect focus; avoid scope creep.
"[8,6,5]",8,6,5,high,high,mid-high,Q⇈,M⇈,D↘,H-H-MH | Q8-M6-D5,"Elite quality, Strong market pull, High strategic tension.",resolve two biggest contradictions.
"[8,6,6]",8,6,6,high,high,high,Q⇈,M⇈,D⇈,H-H-H | Q8-M6-D6,"Elite quality, Strong market pull, High strategic tension.",resolve two biggest contradictions.
"[8,6,7]",8,6,7,high,high,high,Q⇈,M⇈,D⇈,H-H-H | Q8-M6-D7,"Elite quality, Strong market pull, High strategic tension.",resolve two biggest contradictions.
"[8,6,8]",8,6,8,high,high,high,Q⇈,M⇈,D⇈,H-H-H | Q8-M6-D8,"Elite quality, Strong market pull, High strategic tension.",resolve two biggest contradictions.
"[8,7,1]",8,7,1,high,high,low,Q⇈,M⇈,D-low,H-H-L | Q8-M7-D1,"Elite quality, Strong market pull, Low creative tension.",add healthy debate in planning.
"[8,7,2]",8,7,2,high,high,low,Q⇈,M⇈,D-low,H-H-L | Q8-M7-D2,"Elite quality, Strong market pull, Low creative tension.",add healthy debate in planning.
"[8,7,3]",8,7,3,high,high,mid-low,Q⇈,M⇈,D↗,H-H-ML | Q8-M7-D3,"Elite quality, Strong market pull, Focused tension.",protect focus; avoid scope creep.
"[8,7,4]",8,7,4,high,high,balanced,Q⇈,M⇈,D= ,H-H-C | Q8-M7-D4,"Elite quality, Strong market pull, Balanced tension.",protect focus; avoid scope creep.
"[8,7,5]",8,7,5,high,high,mid-high,Q⇈,M⇈,D↘,H-H-MH | Q8-M7-D5,"Elite quality, Strong market pull, High strategic tension.",resolve two biggest contradictions.
"[8,7,6]",8,7,6,high,high,high,Q⇈,M⇈,D⇈,H-H-H | Q8-M7-D6,"Elite quality, Strong market pull, High strategic tension.",resolve two biggest contradictions.
"[8,7,7]",8,7,7,high,high,high,Q⇈,M⇈,D⇈,H-H-H | Q8-M7-D7,"Elite quality, Strong market pull, High strategic tension.",resolve two biggest contradictions.
"[8,7,8]",8,7,8,high,high,high,Q⇈,M⇈,D⇈,H-H-H | Q8-M7-D8,"Elite quality, Strong market pull, High strategic tension.",resolve two biggest contradictions.
"[8,8,1]",8,8,1,high,high,low,Q⇈,M⇈,D-low,H-H-L | Q8-M8-D1,"Elite quality, Strong market pull, Low creative tension.",add healthy debate in planning.
"[8,8,2]",8,8,2,high,high,low,Q⇈,M⇈,D-low,H-H-L | Q8-M8-D2,"Elite quality, Strong market pull, Low creative tension.",add healthy debate in planning.
"[8,8,3]",8,8,3,high,high,mid-low,Q⇈,M⇈,D↗,H-H-ML | Q8-M8-D3,"Elite quality, Strong market pull, Focused tension.",protect focus; avoid scope creep.
"[8,8,4]",8,8,4,high,high,balanced,Q⇈,M⇈,D= ,H-H-C | Q8-M8-D4,"Elite quality, Strong market pull, Balanced tension.",protect focus; avoid scope creep.
"[8,8,5]",8,8,5,high,high,mid-high,Q⇈,M⇈,D↘,H-H-MH | Q8-M8-D5,"Elite quality, Strong market pull, High strategic tension.",resolve two biggest contradictions.
"[8,8,6]",8,8,6,high,high,high,Q⇈,M⇈,D⇈,H-H-H | Q8-M8-D6,"Elite quality, Strong market pull, High strategic tension.",resolve two biggest contradictions.
"[8,8,7]",8,8,7,high,high,high,Q⇈,M⇈,D⇈,H-H-H | Q8-M8-D7,"Elite quality, Strong market pull, High strategic tension.",resolve two biggest contradictions.
"[8,8,8]",8,8,8,high,high,high,Q⇈,M⇈,D⇈,H-H-H | Q8-M8-D8,"Elite quality, Strong market pull, High strategic tension.",resolve two biggest contradictions.
